"id","V1","V2","V3"
"1",0.592090856191266,-2.77819215666107,2.7547407704568
"2",-0.283530839716265,-1.97669474091824,0.931912502400069
"3",0.124872098409076,-2.09501020824411,1.61358640653926
"4",0.678805765093732,-2.6067928287238,1.58238031257982
"5",0.761478644123604,-2.33626401739058,1.63992534476619
"6",0.812687777927404,-2.09274187582653,1.51875679017042
"7",0.354019789275128,-2.33331503179166,1.56930287889881
"8",0.774209799220292,-2.59294595955055,1.60816751879351
"9",1.04272749367619,-1.66218353554318,1.49918871948939
"10",1.35958185896223,-2.65708737957882,1.23823062977208
"11",1.97884231843516,-2.31275941169703,1.06882053470117
"12",1.9210522135028,-2.34390091733548,1.06026875890708
"13",1.3910560488754,-2.74372704238897,1.60681196773036
"14",0.907723126198229,-2.13680155324394,1.32456489850273
"15",1.18421519866171,-2.07493935135269,1.70210242967244
"16",1.70225598916862,-2.85772644161586,1.95791843190766
"17",-0.230230365966465,-2.53601494034043,1.34904571835548
"18",1.70533517472093,-2.60925640194211,1.60994771041446
"19",1.57036521298913,-2.9445669228966,1.56536672356122
"20",0.0704295047978797,-2.47007756570324,1.73055501124736
"21",1.95884453642976,-2.6218705255087,1.62202310987995
"22",0.423095099565911,-1.94923232295191,1.48524248126995
"23",0.936217841047156,-2.42324939606075,1.51277176602388
"24",1.61268323910482,-2.01801767053284,1.78462071704743
"25",1.76416699416868,-2.60560909127918,1.89502145112793
"26",1.54776109836599,-2.16085966023056,1.4754392412166
"27",1.23097377407592,-1.65584374944136,0.756041214252831
"28",1.26650268734963,-2.53514055441227,1.38708751307505
"29",0.515670751201222,-2.4975631432349,1.77600858092496
"30",1.58784546172969,-2.19952364625181,1.57812734749103
"31",1.16768900782785,-2.05792890069208,1.06977594810097
"32",1.20740486324196,-2.3522572012184,0.792321544321797
"33",0.589526574582294,-1.54270449389589,1.16852331590122
"34",0.104735692273653,-1.98833517573829,1.41400587288718
"35",0.513273858991002,-2.23010669123022,1.92860320535669
"36",0.837730926050083,-2.553872717058,2.11625235554238
"37",0.630039988918365,-1.90142578919675,1.53538244261671
"38",-0.180000778149953,-2.03273733090226,2.23303119160606
"39",0.401654236436724,-1.63301743014234,1.725839674907
"40",0.377613987291336,-1.92848231121482,1.20205068312015
"41",-0.328820638202082,-1.9822993756317,1.52761046307791
"42",0.32655544474461,-2.10234885398298,1.35743814507387
"43",-0.39455215518447,-1.74550935126406,1.0513778813113
"44",0.784038287376662,-1.99977859903968,2.11513772998647
"45",0.168984826005748,-3.2390133476022,2.60669768569027
"46",0.0300857376367306,-3.06422548502666,2.89318690886615
"47",0.43970023812025,-2.57361786485965,2.65819095564042
"48",0.527916873686598,-3.19937052915343,2.95083150745303
